,Libelle,Date et heure de comptage,Débit horaire,Taux d'occupation,date,vacances,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,VISIBILITY_AVG_KM,WINDTEMP_MAX_C,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,est_ferie,year_2021,year_2022,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,wday_Monday,wday_Tuesday,wday_Wednesday,wday_Thursday,wday_Friday,wday_Saturday,wday_Sunday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
10,AV_Champs_Elysees,2021-11-01 13:00:00+00:00,1126.0,48.08667,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,AV_Champs_Elysees,2021-11-01 14:00:00+00:00,1081.0,56.61778,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,AV_Champs_Elysees,2021-11-01 15:00:00+00:00,1159.0,76.20889,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,AV_Champs_Elysees,2021-11-01 16:00:00+00:00,1077.0,47.72444,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,AV_Champs_Elysees,2021-11-01 17:00:00+00:00,1004.0,37.98056,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,AV_Champs_Elysees,2021-11-01 18:00:00+00:00,869.0,30.185,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,AV_Champs_Elysees,2021-11-01 19:00:00+00:00,993.0,30.05556,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,AV_Champs_Elysees,2021-11-01 20:00:00+00:00,1176.0,31.18556,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,AV_Champs_Elysees,2021-11-01 21:00:00+00:00,882.0,21.34889,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,AV_Champs_Elysees,2021-11-01 22:00:00+00:00,730.0,11.04056,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,AV_Champs_Elysees,2021-11-01 23:00:00+00:00,569.0,9.05111,2021-11-01,0,15.0,10.0,23.0,11.0,14.0,12.0,0.2,10.0,8.0,0.0,4.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,AV_Champs_Elysees,2021-11-02 00:00:00+00:00,697.0,18.65556,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,AV_Champs_Elysees,2021-11-02 01:00:00+00:00,637.0,13.30278,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,AV_Champs_Elysees,2021-11-02 02:00:00+00:00,973.0,38.66945,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,AV_Champs_Elysees,2021-11-02 03:00:00+00:00,171.0,2.185,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,AV_Champs_Elysees,2021-11-02 04:00:00+00:00,371.0,7.01334,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,AV_Champs_Elysees,2021-11-02 05:00:00+00:00,532.0,19.6,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,AV_Champs_Elysees,2021-11-02 06:00:00+00:00,659.0,7.26778,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,AV_Champs_Elysees,2021-11-02 07:00:00+00:00,1041.0,12.38333,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,AV_Champs_Elysees,2021-11-02 08:00:00+00:00,1298.0,32.46556,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,AV_Champs_Elysees,2021-11-02 09:00:00+00:00,1309.0,30.51056,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,AV_Champs_Elysees,2021-11-02 10:00:00+00:00,1285.0,56.54833,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,AV_Champs_Elysees,2021-11-02 11:00:00+00:00,1254.0,51.59833,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,AV_Champs_Elysees,2021-11-02 12:00:00+00:00,1190.0,50.99667,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,AV_Champs_Elysees,2021-11-02 13:00:00+00:00,927.0,70.71278,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,AV_Champs_Elysees,2021-11-02 14:00:00+00:00,879.0,72.09667,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,AV_Champs_Elysees,2021-11-02 15:00:00+00:00,1103.0,42.42,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,AV_Champs_Elysees,2021-11-02 16:00:00+00:00,1045.0,47.99722,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,AV_Champs_Elysees,2021-11-02 17:00:00+00:00,1185.0,35.50333,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,AV_Champs_Elysees,2021-11-02 18:00:00+00:00,1197.0,31.96111,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,AV_Champs_Elysees,2021-11-02 19:00:00+00:00,1166.0,25.90556,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,AV_Champs_Elysees,2021-11-02 20:00:00+00:00,1056.0,19.07833,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,AV_Champs_Elysees,2021-11-02 21:00:00+00:00,838.0,15.42111,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,AV_Champs_Elysees,2021-11-02 22:00:00+00:00,792.0,16.78833,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,AV_Champs_Elysees,2021-11-02 23:00:00+00:00,964.0,22.04389,2021-11-02,0,12.0,10.0,22.0,10.0,12.0,10.0,0.7,10.0,8.0,0.0,3.0,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,AV_Champs_Elysees,2021-11-03 00:00:00+00:00,796.0,25.82889,2021-11-03,0,14.0,7.0,4.0,7.0,12.0,12.0,0.0,10.0,7.0,0.0,4.0,8.7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,AV_Champs_Elysees,2021-11-03 01:00:00+00:00,591.0,14.52056,2021-11-03,0,14.0,7.0,4.0,7.0,12.0,12.0,0.0,10.0,7.0,0.0,4.0,8.7,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,AV_Champs_Elysees,2021-11-03 02:00:00+00:00,438.0,12.32833,2021-11-03,0,14.0,7.0,4.0,7.0,12.0,12.0,0.0,10.0,7.0,0.0,4.0,8.7,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,AV_Champs_Elysees,2021-11-03 03:00:00+00:00,275.0,7.67611,2021-11-03,0,14.0,7.0,4.0,7.0,12.0,12.0,0.0,10.0,7.0,0.0,4.0,8.7,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,AV_Champs_Elysees,2021-11-03 04:00:00+00:00,318.0,12.37778,2021-11-03,0,14.0,7.0,4.0,7.0,12.0,12.0,0.0,10.0,7.0,0.0,4.0,8.7,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
